Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Komal,20.0,Female,Urban,Yes,80.0,73.0,2.9,48,7.6,Average
Swanand,19.0,Male,Urban,Yes,87.0,97.0,1.5,78,6.9,Poor
Bhushan,17.0,Male,Rural,No,87.0,92.0,3.7,64,4.4,Poor
Swapnil,16.0,Male,Rural,Yes,61.0,88.0,4.8,82,6.1,Average
Sagar,19.0,Male,Urban,Yes,77.0,93.0,3.6,99,6.3,Average
Siddhi,17.0,Female,Urban,No,62.0,71.0,2.8,100,6.1,Average
Tanvi,17.0,Female,Urban,Yes,68.0,84.0,2.5,97,7.2,Average
Sanket,16.0,Male,Urban,No,94.0,97.0,4.0,96,6.5,Average
Rohit,19.0,Male,Rural,Yes,93.0,79.0,3.4,59,7.1,Average
Rutu,17.0,Female,Rural,No,83.0,84.0,3.6,91,7.8,Average
Rutuja,18.0,Female,Rural,No,80.0,97.0,3.1,60,5.3,Poor
Chaitanya,17.0,Male,Urban,Yes,78.0,86.0,4.4,78,6.0,Average
Amol,17.0,Male,Rural,No,80.0,64.0,4.7,55,6.7,Average
Priya,18.0,Female,Urban,Yes,66.0,67.0,3.5,98,4.2,Poor
Prathamesh,17.0,Male,Rural,No,100.0,97.0,0.5,61,8.8,Poor
Mrunal,19.0,Female,Rural,No,80.0,65.0,2.5,56,7.5,Average
Manasi,18.0,Female,Rural,Yes,96.0,82.0,2.7,58,6.3,Average
Rohit,17.0,Male,Rural,Yes,84.0,99.0,4.2,46,8.2,Good
Mayuri,18.0,Female,Urban,No,98.0,63.0,3.4,62,8.2,Average
Mayuri,17.0,Female,Rural,No,85.0,80.0,2.5,60,5.0,Poor
Sahil,17.0,Male,Rural,Yes,98.0,81.0,3.5,97,9.4,Average
Sanket,19.0,Male,Rural,No,97.0,71.0,3.1,63,7.2,Average
Sanket,20.0,Male,Rural,Yes,61.0,76.0,1.7,87,6.6,Poor
Shruti,19.0,Female,Urban,No,89.0,98.0,2.0,53,8.0,Average
Saurabh,17.0,Male,Rural,No,85.0,61.0,2.4,55,8.2,Average
Amol,16.0,Male,Rural,Yes,78.0,73.0,1.6,97,6.4,Poor
Manasi,19.0,Female,Urban,No,73.0,92.0,2.5,61,9.9,Average
Mayuri,20.0,Female,Urban,No,81.0,61.0,3.2,95,5.1,Poor
Komal,18.0,Female,Rural,Yes,78.0,97.0,1.8,68,6.5,Poor
Priya,19.0,Female,Urban,No,98.0,87.0,4.4,85,7.2,Average
Rohit,20.0,Male,Rural,Yes,93.0,69.0,1.7,75,6.3,Poor
Mrunal,19.0,Female,Urban,Yes,82.0,68.0,5.7,75,7.4,Average
Tanvi,20.0,Female,Urban,Yes,83.0,70.0,4.6,91,8.0,Good
Snehal,17.0,Female,Urban,Yes,90.0,87.0,1.8,42,7.4,Poor
Omkar,18.0,Male,Urban,No,68.0,77.0,0.5,52,6.8,Poor
Kiran,19.0,Male,Rural,No,68.0,79.0,4.7,82,8.3,Good
Shubham,20.0,Male,Rural,No,71.0,78.0,2.8,40,6.5,Average
Anjali,19.0,Female,Urban,Yes,75.0,83.0,4.4,56,6.7,Average
Aishwarya,18.0,Female,Rural,No,92.0,85.0,2.7,79,6.7,Average
Mrunal,18.0,Female,Urban,No,69.0,73.0,2.7,62,10.0,Average
Sayali,20.0,Female,Rural,No,98.0,88.0,3.2,99,7.9,Average
Shruti,19.0,Female,Rural,No,73.0,64.0,2.3,88,7.5,Average
Sanjana,16.0,Female,Urban,Yes,91.0,66.0,1.9,50,8.8,Poor
Omkar,16.0,Male,Urban,Yes,61.0,73.0,4.7,90,8.3,Good
Saurabh,16.0,Male,Urban,Yes,72.0,67.0,0.7,72,6.2,Poor
Yash,20.0,Male,Rural,No,92.0,71.0,0.8,50,5.8,Poor
Tejas,19.0,Male,Rural,No,66.0,92.0,4.2,47,6.8,Average
Bhushan,16.0,Male,Rural,Yes,94.0,90.0,2.1,63,6.0,Average
Shubham,18.0,Male,Urban,No,79.0,89.0,2.7,60,7.3,Average
Swanand,20.0,Male,Rural,No,91.0,64.0,3.0,56,5.6,Poor
Nikita,18.0,Female,Urban,No,67.0,72.0,5.2,89,4.9,Poor
Pooja,19.0,Female,Rural,No,61.0,72.0,2.8,73,8.4,Average
Anjali,18.0,Female,Rural,No,94.0,80.0,2.9,97,4.4,Poor
Prachi,16.0,Female,Urban,No,62.0,95.0,2.0,62,7.5,Average
Gaurav,17.0,Male,Rural,Yes,96.0,78.0,3.3,70,6.8,Average
Pooja,16.0,Female,Urban,Yes,73.0,79.0,3.2,40,5.6,Poor
Saurabh,17.0,Male,Urban,Yes,75.0,62.0,2.2,50,9.2,Average
Sagar,16.0,Male,Rural,No,85.0,75.0,4.0,55,6.7,Average
Yash,16.0,Male,Rural,Yes,73.0,94.0,3.7,88,8.7,Average
Sagar,17.0,Male,Urban,Yes,62.0,86.0,3.2,98,8.2,Average
Yash,17.0,Male,Rural,Yes,67.0,87.0,4.4,44,8.3,Good
Shruti,16.0,Female,Urban,Yes,96.0,73.0,1.3,54,6.5,Poor
Anjali,19.0,Female,Urban,Yes,90.0,64.0,1.6,51,6.2,Poor
Snehal,20.0,Female,Rural,No,91.0,97.0,2.7,56,5.3,Poor
Komal,20.0,Female,Rural,Yes,73.0,87.0,4.9,54,7.5,Average
Vaibhav,18.0,Male,Urban,Yes,69.0,94.0,2.5,65,10.0,Average
Amol,20.0,Male,Urban,No,89.0,67.0,2.1,47,5.4,Poor
Rutuja,20.0,Female,Rural,Yes,69.0,67.0,4.3,57,4.0,Poor
Saurabh,20.0,Male,Rural,Yes,65.0,76.0,3.1,77,6.6,Average
Amit,16.0,Male,Urban,Yes,84.0,100.0,2.2,52,6.2,Average
Kiran,19.0,Male,Rural,No,88.0,65.0,4.1,71,9.5,Good
Shruti,20.0,Female,Urban,No,100.0,87.0,4.4,52,7.2,Average
Akash,20.0,Male,Rural,Yes,86.0,66.0,1.5,51,7.2,Poor
Rutu,20.0,Female,Rural,Yes,97.0,87.0,2.2,64,7.3,Average
Sayali,16.0,Female,Urban,No,84.0,86.0,3.7,89,6.3,Average
Tejas,18.0,Male,Urban,No,66.0,77.0,2.0,82,6.9,Average
Mayuri,16.0,Female,Urban,No,72.0,84.0,2.3,47,7.1,Average
Yash,16.0,Male,Urban,Yes,82.0,62.0,2.8,82,5.5,Poor
Anjali,19.0,Female,Rural,Yes,75.0,63.0,2.4,65,5.0,Poor
Bhushan,18.0,Male,Rural,Yes,74.0,85.0,2.5,93,5.1,Poor
Vaibhav,19.0,Male,Urban,No,70.0,89.0,0.5,97,7.7,Poor
Siddhi,17.0,Female,Urban,No,67.0,83.0,0.5,63,8.0,Poor
Swapnil,16.0,Male,Rural,No,90.0,63.0,4.5,77,9.0,Good
Mrunal,17.0,Female,Rural,No,94.0,91.0,2.6,91,9.3,Average
Aishwarya,16.0,Female,Rural,No,91.0,65.0,2.4,84,5.0,Poor
Gaurav,18.0,Male,Rural,No,89.0,97.0,2.8,100,7.7,Average
Sahil,16.0,Male,Rural,No,82.0,100.0,0.5,80,5.0,Poor
Komal,20.0,Female,Rural,No,99.0,97.0,3.3,80,7.4,Average
Tanvi,20.0,Female,Rural,No,99.0,91.0,2.9,88,9.7,Average
Mayuri,16.0,Female,Urban,Yes,95.0,60.0,3.7,47,8.6,Average
Shruti,20.0,Female,Urban,Yes,64.0,64.0,0.5,78,7.0,Poor
Priya,18.0,Female,Rural,No,77.0,83.0,1.2,85,5.2,Poor
Sayali,18.0,Female,Urban,Yes,95.0,95.0,3.3,96,8.8,Average
Prachi,19.0,Female,Urban,Yes,85.0,71.0,2.8,62,6.5,Average
Aishwarya,20.0,Female,Rural,No,98.0,90.0,1.4,71,6.7,Poor
Rutu,16.0,Female,Urban,Yes,95.0,90.0,1.3,82,6.8,Poor
Neha,17.0,Female,Urban,No,79.0,95.0,2.2,100,4.4,Poor
Triveni,19.0,Female,Urban,No,69.0,70.0,1.0,99,9.4,Poor
Prachi,20.0,Female,Rural,No,84.0,77.0,4.0,91,4.3,Poor
Amol,18.0,Male,Rural,No,92.0,83.0,2.9,55,8.6,Average
Amit,16.0,Male,Urban,No,69.0,88.0,4.8,90,6.6,Average
Tejas,17.0,Male,Rural,No,87.0,61.0,1.2,52,6.9,Poor
Shruti,19.0,Female,Rural,No,61.0,77.0,4.9,59,5.7,Poor
Rohit,18.0,Male,Rural,Yes,97.0,76.0,3.7,78,5.5,Poor
Sahil,20.0,Male,Rural,Yes,94.0,87.0,2.3,61,5.0,Poor
Mayuri,16.0,Female,Urban,Yes,84.0,90.0,3.2,58,4.3,Poor
Shruti,20.0,Female,Urban,Yes,88.0,76.0,5.2,68,7.4,Average
Siddhi,17.0,Female,Urban,No,70.0,75.0,1.0,57,4.8,Poor
Komal,20.0,Female,Urban,No,66.0,69.0,0.5,44,6.3,Poor
Kiran,16.0,Male,Urban,No,76.0,97.0,2.5,58,8.6,Average
Tanvi,17.0,Female,Rural,No,98.0,79.0,5.8,59,8.4,Good
Sanket,17.0,Male,Urban,Yes,92.0,79.0,3.7,75,5.4,Poor
Sanjana,17.0,Female,Rural,Yes,66.0,69.0,1.7,83,5.8,Poor
Rutu,19.0,Female,Urban,No,65.0,61.0,2.8,82,8.0,Average
Omkar,18.0,Male,Urban,Yes,95.0,65.0,0.5,57,7.0,Poor
Manasi,17.0,Female,Urban,No,95.0,65.0,3.0,58,7.2,Average
Komal,16.0,Female,Urban,No,70.0,90.0,2.5,51,5.2,Poor
Nikita,18.0,Female,Urban,Yes,74.0,72.0,3.2,56,9.2,Average
Swanand,17.0,Male,Urban,No,100.0,79.0,2.8,57,6.0,Average
Saurabh,17.0,Male,Urban,No,98.0,78.0,2.5,50,7.9,Average
Rutu,20.0,Female,Urban,Yes,80.0,79.0,4.4,77,7.2,Average
Vaibhav,20.0,Male,Rural,No,86.0,97.0,5.4,44,6.6,Average
Sayali,17.0,Female,Urban,No,76.0,60.0,2.3,40,6.8,Average
Swanand,19.0,Male,Rural,Yes,74.0,76.0,4.4,84,8.0,Good
Shubham,17.0,Male,Urban,No,91.0,86.0,2.2,86,8.1,Average
Kiran,17.0,Male,Urban,Yes,71.0,72.0,3.4,65,8.7,Average
Snehal,18.0,Female,Rural,Yes,71.0,77.0,2.8,61,6.0,Average
Prathamesh,20.0,Male,Rural,No,83.0,95.0,3.4,43,8.1,Average
Komal,19.0,Female,Rural,Yes,80.0,92.0,3.7,100,9.5,Average
Swanand,16.0,Male,Urban,No,87.0,93.0,3.2,70,7.4,Average
Amit,17.0,Male,Urban,No,86.0,67.0,4.2,90,7.6,Average
Gaurav,20.0,Male,Rural,No,88.0,70.0,3.7,96,5.3,Poor
Prachi,20.0,Female,Rural,No,67.0,76.0,2.1,50,6.9,Average
Rutuja,20.0,Female,Rural,No,98.0,94.0,2.3,60,5.1,Poor
Sanjana,17.0,Female,Rural,Yes,69.0,99.0,3.0,99,7.0,Average
Sayali,18.0,Female,Rural,Yes,92.0,89.0,3.0,58,7.2,Average
Sanket,19.0,Male,Urban,Yes,100.0,79.0,0.5,100,5.5,Poor
Saurabh,17.0,Male,Rural,No,90.0,94.0,2.2,75,6.1,Average
Prachi,16.0,Female,Urban,Yes,76.0,96.0,0.7,52,7.9,Poor
Sayali,20.0,Female,Urban,Yes,74.0,87.0,3.3,93,5.1,Poor
Rutu,16.0,Female,Urban,No,100.0,85.0,2.0,86,6.9,Average
Swapnil,20.0,Male,Rural,Yes,93.0,69.0,3.7,55,7.7,Average
Amit,17.0,Male,Urban,No,96.0,82.0,4.3,50,5.9,Poor
Prachi,17.0,Female,Rural,No,99.0,68.0,2.4,44,7.6,Average
Bhushan,16.0,Male,Rural,Yes,88.0,92.0,2.8,57,5.9,Poor
Manasi,16.0,Female,Rural,Yes,100.0,64.0,1.9,85,7.3,Poor
Rutuja,19.0,Female,Rural,Yes,84.0,68.0,1.0,82,8.4,Poor
Swanand,20.0,Male,Rural,No,69.0,93.0,2.1,100,6.7,Average
Gaurav,17.0,Male,Urban,Yes,62.0,91.0,3.5,88,8.6,Average
Siddhi,18.0,Female,Urban,Yes,78.0,77.0,2.5,42,9.1,Average
Triveni,18.0,Female,Rural,No,68.0,84.0,6.2,90,8.8,Good
Sanket,16.0,Male,Urban,No,79.0,98.0,4.0,73,8.5,Good
Amol,16.0,Male,Rural,Yes,61.0,93.0,4.0,51,7.1,Average
Rutuja,17.0,Female,Rural,Yes,63.0,82.0,3.9,44,6.0,Average
Nikita,18.0,Female,Rural,Yes,98.0,62.0,3.4,73,8.4,Average
Chaitanya,17.0,Male,Rural,No,79.0,100.0,4.2,91,6.4,Average
Nikita,20.0,Female,Urban,Yes,88.0,63.0,1.4,40,4.9,Poor
Siddhi,19.0,Female,Urban,Yes,76.0,90.0,1.3,91,8.3,Poor
Vaibhav,16.0,Male,Urban,No,96.0,94.0,2.3,45,5.3,Poor
Gaurav,19.0,Male,Urban,Yes,77.0,86.0,1.6,49,5.5,Poor
Sayali,20.0,Female,Urban,No,70.0,74.0,1.8,64,5.6,Poor
Siddhi,19.0,Female,Rural,Yes,63.0,74.0,2.5,64,7.0,Average
Mrunal,20.0,Female,Rural,Yes,70.0,99.0,4.7,42,6.0,Average
Amol,19.0,Male,Rural,Yes,85.0,86.0,4.3,59,5.9,Poor
Tanvi,18.0,Female,Rural,No,74.0,100.0,3.7,85,10.0,Average
Tejas,19.0,Male,Rural,No,94.0,81.0,4.6,64,5.7,Poor
Siddhi,18.0,Female,Rural,Yes,84.0,64.0,2.7,70,5.8,Poor
Saurabh,19.0,Male,Urban,Yes,60.0,73.0,3.4,85,7.4,Average
Sayali,18.0,Female,Rural,No,95.0,75.0,4.2,82,4.4,Poor
Rohit,16.0,Male,Urban,No,72.0,93.0,4.3,78,6.1,Average
Chaitanya,17.0,Male,Rural,Yes,99.0,88.0,3.6,49,5.5,Poor
Sayali,17.0,Female,Urban,No,84.0,72.0,2.8,50,4.4,Poor
Manasi,19.0,Female,Urban,No,94.0,87.0,3.5,65,8.6,Average
Sayali,16.0,Female,Rural,Yes,73.0,60.0,2.7,76,6.0,Average
Rutuja,17.0,Female,Urban,No,71.0,68.0,3.2,68,5.7,Poor
Bhushan,19.0,Male,Urban,No,78.0,79.0,1.2,42,8.9,Poor
Priya,18.0,Female,Urban,No,77.0,72.0,2.4,87,9.7,Average
Mayuri,17.0,Female,Rural,No,74.0,75.0,3.1,94,9.3,Average
Amit,18.0,Male,Urban,Yes,60.0,64.0,5.2,94,4.0,Poor
Amit,19.0,Male,Rural,No,95.0,62.0,5.5,82,7.7,Average
Swapnil,16.0,Male,Urban,Yes,87.0,82.0,3.7,80,9.4,Average
Vaibhav,16.0,Male,Rural,No,96.0,98.0,3.1,94,10.0,Average
Sanjana,17.0,Female,Urban,No,100.0,66.0,0.9,71,6.2,Poor
Rutu,17.0,Female,Rural,Yes,71.0,99.0,2.8,41,6.3,Average
Akash,18.0,Male,Urban,No,77.0,60.0,1.9,67,9.1,Poor
Komal,18.0,Female,Rural,Yes,92.0,63.0,2.4,78,6.7,Average
Akash,20.0,Male,Rural,Yes,83.0,75.0,3.1,95,5.9,Poor
Vaibhav,19.0,Male,Urban,No,77.0,70.0,4.5,83,6.8,Average
Triveni,19.0,Female,Rural,No,65.0,72.0,4.8,51,6.5,Average
Nikita,18.0,Female,Urban,No,74.0,97.0,3.4,79,10.0,Average
Mrunal,17.0,Female,Rural,Yes,77.0,64.0,2.0,76,6.0,Average
Nikita,18.0,Female,Rural,No,77.0,98.0,3.0,81,10.0,Average
Sahil,16.0,Male,Urban,No,80.0,94.0,1.0,93,7.1,Poor
Kiran,18.0,Male,Urban,Yes,86.0,100.0,1.4,48,7.0,Poor
Gaurav,19.0,Male,Rural,Yes,80.0,62.0,3.8,90,9.8,Average
Mrunal,16.0,Female,Rural,Yes,60.0,91.0,3.6,88,7.3,Average
Bhushan,18.0,Male,Rural,Yes,69.0,81.0,3.4,51,8.0,Average
Sanjana,20.0,Female,Urban,Yes,76.0,68.0,5.3,45,5.9,Poor
Sanket,18.0,Male,Rural,Yes,78.0,97.0,3.3,48,6.1,Average
Nikita,16.0,Female,Urban,Yes,68.0,98.0,2.6,58,7.8,Average
Yash,20.0,Male,Rural,Yes,92.0,75.0,4.1,89,6.7,Average
Vaibhav,16.0,Male,Rural,No,63.0,79.0,3.7,48,6.2,Average
Triveni,20.0,Female,Rural,No,86.0,63.0,1.5,65,8.4,Poor
Tanvi,17.0,Female,Urban,Yes,71.0,74.0,2.7,42,5.4,Poor
Sahil,18.0,Male,Rural,No,86.0,75.0,3.1,67,8.8,Average
Pooja,16.0,Female,Rural,No,100.0,60.0,3.5,75,6.6,Average
Rutuja,17.0,Female,Urban,Yes,81.0,72.0,1.4,71,4.8,Poor
Mrunal,18.0,Female,Rural,Yes,71.0,70.0,3.8,58,5.7,Poor
Yash,19.0,Male,Rural,No,90.0,91.0,2.7,64,7.5,Average
Nikita,19.0,Female,Rural,No,68.0,69.0,2.5,100,4.6,Poor
Akash,16.0,Male,Rural,No,76.0,81.0,1.7,71,7.6,Poor
Tejas,16.0,Male,Urban,Yes,72.0,60.0,4.8,78,6.9,Average
Triveni,17.0,Female,Urban,Yes,73.0,74.0,4.7,93,6.5,Average
Swapnil,17.0,Male,Rural,No,97.0,85.0,3.3,93,5.7,Poor
Neha,18.0,Female,Rural,No,95.0,61.0,3.1,93,8.6,Average
Snehal,20.0,Female,Urban,No,70.0,88.0,3.1,76,6.2,Average
Swanand,19.0,Male,Rural,Yes,61.0,90.0,5.5,87,5.7,Poor
Akash,20.0,Male,Rural,Yes,84.0,96.0,3.0,57,8.2,Average
Sayali,18.0,Female,Rural,Yes,78.0,81.0,3.1,78,8.5,Average
Swanand,19.0,Male,Rural,No,96.0,84.0,4.8,67,7.9,Average
Nikita,18.0,Female,Urban,Yes,87.0,95.0,3.5,42,6.2,Average
Rohit,20.0,Male,Urban,Yes,78.0,70.0,3.9,85,9.1,Average
Shubham,20.0,Male,Rural,No,64.0,84.0,3.0,76,7.9,Average
Mrunal,17.0,Female,Urban,No,94.0,83.0,2.5,69,7.7,Average
Chaitanya,16.0,Male,Urban,Yes,64.0,63.0,2.1,94,7.3,Average
Anjali,19.0,Female,Urban,No,90.0,69.0,3.7,41,7.8,Average
Anjali,17.0,Female,Urban,No,91.0,78.0,2.1,88,7.7,Average
Vaibhav,17.0,Male,Urban,No,66.0,75.0,3.6,66,4.2,Poor
Vaibhav,17.0,Male,Urban,No,66.0,61.0,4.1,77,8.1,Good
Manasi,20.0,Female,Rural,No,81.0,72.0,0.9,41,9.2,Poor
Gaurav,16.0,Male,Rural,No,64.0,62.0,3.7,74,5.9,Poor
Sayali,20.0,Female,Rural,No,87.0,65.0,1.2,42,8.9,Poor
Rutu,20.0,Female,Rural,Yes,72.0,69.0,3.0,89,7.8,Average
Akash,18.0,Male,Rural,Yes,80.0,66.0,4.2,75,8.0,Good
Tejas,16.0,Male,Urban,No,94.0,89.0,3.6,59,7.0,Average
Vaibhav,19.0,Male,Rural,Yes,100.0,90.0,2.7,90,6.3,Average
Sanket,20.0,Male,Rural,Yes,89.0,88.0,2.8,75,8.6,Average
Bhushan,20.0,Male,Urban,Yes,94.0,82.0,2.8,72,6.7,Average
Shruti,16.0,Female,Rural,Yes,61.0,77.0,2.4,95,6.6,Average
Amol,17.0,Male,Urban,Yes,72.0,60.0,2.6,58,4.9,Poor
Amol,18.0,Male,Rural,No,74.0,93.0,2.4,91,7.7,Average
Aishwarya,17.0,Female,Rural,Yes,67.0,87.0,2.9,80,6.7,Average
Swapnil,18.0,Male,Rural,Yes,83.0,77.0,2.7,86,6.5,Average
Pooja,17.0,Female,Rural,Yes,92.0,96.0,3.3,48,8.2,Average
Snehal,16.0,Female,Rural,Yes,96.0,83.0,3.9,64,6.2,Average
Amol,19.0,Male,Urban,Yes,80.0,79.0,3.8,73,9.1,Average
Saurabh,17.0,Male,Rural,No,92.0,94.0,3.4,55,6.9,Average
Aishwarya,17.0,Female,Rural,No,100.0,91.0,1.8,74,8.1,Poor
Sanket,17.0,Male,Rural,Yes,82.0,90.0,1.4,85,5.1,Poor
Sanket,19.0,Male,Rural,Yes,66.0,60.0,3.9,63,5.8,Poor
Anjali,18.0,Female,Urban,Yes,80.0,70.0,2.1,98,5.9,Poor
Tanvi,20.0,Female,Rural,Yes,65.0,98.0,2.9,75,8.2,Average
Mrunal,18.0,Female,Urban,No,71.0,63.0,5.1,85,4.7,Poor
Kiran,20.0,Male,Urban,No,90.0,79.0,1.4,61,6.0,Poor
Tanvi,17.0,Female,Urban,No,100.0,63.0,3.5,72,8.1,Average
Tejas,18.0,Male,Rural,No,81.0,87.0,2.8,87,5.4,Poor
Rutu,17.0,Female,Urban,Yes,94.0,89.0,2.7,41,6.7,Average
Swapnil,20.0,Male,Urban,Yes,85.0,79.0,5.1,48,5.3,Poor
Akash,19.0,Male,Urban,Yes,89.0,67.0,3.3,45,8.2,Average
Rohit,20.0,Male,Urban,No,96.0,97.0,2.0,97,8.7,Average
Saurabh,18.0,Male,Rural,Yes,87.0,73.0,3.4,90,6.6,Average
Sayali,18.0,Female,Urban,Yes,76.0,61.0,2.6,54,7.7,Average
Snehal,16.0,Female,Urban,No,99.0,66.0,2.7,53,7.6,Average
Mayuri,20.0,Female,Urban,No,82.0,73.0,4.7,86,8.0,Good
Sanket,19.0,Male,Urban,Yes,63.0,71.0,1.0,93,4.9,Poor
Prathamesh,16.0,Male,Urban,No,99.0,74.0,2.9,46,5.7,Poor
Komal,18.0,Female,Urban,No,65.0,89.0,4.2,53,6.5,Average
Amol,19.0,Male,Rural,No,77.0,70.0,2.0,99,7.8,Average
Prachi,16.0,Female,Rural,No,78.0,84.0,2.4,91,7.2,Average
Priya,16.0,Female,Rural,Yes,69.0,89.0,4.3,77,6.0,Average
Swapnil,16.0,Male,Urban,Yes,68.0,73.0,3.7,42,5.0,Poor
Saurabh,19.0,Male,Urban,Yes,83.0,94.0,3.9,100,5.4,Poor
Anjali,20.0,Female,Urban,Yes,92.0,79.0,1.5,95,7.2,Poor
Mrunal,18.0,Female,Urban,Yes,95.0,67.0,1.3,93,8.6,Poor
Nikita,19.0,Female,Rural,No,100.0,61.0,2.8,52,7.1,Average
Sayali,19.0,Female,Rural,No,74.0,71.0,2.3,99,4.4,Poor
Yash,17.0,Male,Urban,No,68.0,78.0,3.7,100,5.0,Poor
Komal,18.0,Female,Rural,No,93.0,65.0,2.8,60,7.9,Average
Priya,18.0,Female,Urban,Yes,90.0,66.0,2.7,86,5.9,Poor
Chaitanya,17.0,Male,Rural,Yes,92.0,63.0,2.7,95,6.8,Average
Pooja,17.0,Female,Rural,Yes,85.0,88.0,3.7,44,6.1,Average
Vaibhav,17.0,Male,Urban,No,71.0,96.0,3.2,55,7.7,Average
Sahil,17.0,Male,Urban,Yes,90.0,84.0,1.8,52,8.0,Poor
Akash,20.0,Male,Rural,Yes,77.0,76.0,2.0,63,7.9,Average
Vaibhav,18.0,Male,Rural,Yes,73.0,89.0,2.3,72,6.7,Average
Akash,18.0,Male,Urban,No,87.0,69.0,3.9,91,5.5,Poor
Rutu,19.0,Female,Rural,No,70.0,90.0,1.3,78,9.3,Poor
Vaibhav,18.0,Male,Urban,No,97.0,88.0,5.4,74,5.9,Poor
Tejas,19.0,Male,Rural,Yes,76.0,72.0,2.1,50,6.6,Average
Sagar,17.0,Male,Rural,Yes,87.0,79.0,1.6,43,8.5,Poor
Amol,20.0,Male,Rural,Yes,83.0,66.0,3.7,84,6.6,Average
Anjali,20.0,Female,Urban,No,81.0,94.0,3.0,98,7.5,Average
Amol,19.0,Male,Rural,Yes,73.0,76.0,3.2,62,7.6,Average
Prathamesh,19.0,Male,Urban,Yes,96.0,95.0,4.1,78,8.3,Good
Aishwarya,19.0,Female,Rural,No,86.0,94.0,0.9,58,5.9,Poor
Sanjana,17.0,Female,Rural,Yes,62.0,97.0,1.9,75,6.2,Poor
Manasi,17.0,Female,Urban,No,61.0,88.0,2.9,64,7.3,Average
Prachi,17.0,Female,Rural,No,85.0,100.0,3.0,44,8.2,Average
Sayali,19.0,Female,Rural,Yes,88.0,85.0,1.9,89,6.4,Poor
Swanand,18.0,Male,Urban,Yes,92.0,80.0,1.8,83,8.3,Poor
Akash,17.0,Male,Rural,Yes,86.0,91.0,3.4,52,6.4,Average
Rohit,18.0,Male,Urban,Yes,83.0,79.0,3.6,95,4.0,Poor
Akash,19.0,Male,Urban,Yes,69.0,89.0,3.0,74,5.1,Poor
Aishwarya,19.0,Female,Urban,No,78.0,91.0,4.6,70,5.9,Poor
Siddhi,19.0,Female,Rural,No,75.0,60.0,2.0,54,9.0,Average
Sanket,20.0,Male,Rural,No,62.0,75.0,1.8,67,9.7,Poor
Swapnil,18.0,Male,Rural,No,80.0,84.0,3.1,43,6.3,Average
Manasi,20.0,Female,Rural,Yes,69.0,84.0,4.3,78,8.6,Good
Yash,18.0,Male,Urban,No,64.0,74.0,1.7,48,6.9,Poor
Nikita,16.0,Female,Rural,No,77.0,66.0,3.2,76,7.0,Average
Rutu,16.0,Female,Rural,Yes,79.0,88.0,1.9,56,6.0,Poor
Manasi,20.0,Female,Rural,Yes,93.0,81.0,3.1,94,7.9,Average
Akash,19.0,Male,Rural,No,95.0,60.0,2.8,100,5.4,Poor
Rutuja,20.0,Female,Rural,Yes,65.0,98.0,3.9,75,5.8,Poor
Saurabh,16.0,Male,Rural,No,62.0,87.0,3.7,87,5.9,Poor
Sayali,17.0,Female,Urban,Yes,97.0,97.0,5.1,47,5.7,Poor
Mayuri,19.0,Female,Urban,Yes,83.0,77.0,4.3,83,5.4,Poor
Mayuri,20.0,Female,Rural,Yes,82.0,72.0,2.0,65,7.4,Average
Shruti,17.0,Female,Urban,No,78.0,91.0,3.2,80,8.9,Average
Omkar,19.0,Male,Rural,No,87.0,79.0,2.7,71,8.3,Average
Prachi,19.0,Female,Rural,No,91.0,84.0,4.4,51,7.1,Average
Snehal,16.0,Female,Urban,No,93.0,72.0,2.5,91,4.3,Poor
Mayuri,16.0,Female,Urban,Yes,72.0,97.0,4.1,52,9.7,Good
Siddhi,18.0,Female,Urban,No,94.0,89.0,0.5,71,7.5,Poor
Shubham,20.0,Male,Rural,Yes,91.0,100.0,1.4,61,4.4,Poor
Neha,20.0,Female,Rural,Yes,100.0,80.0,4.5,57,7.0,Average
Mrunal,16.0,Female,Urban,No,95.0,63.0,3.9,89,5.0,Poor
Neha,17.0,Female,Urban,No,71.0,70.0,2.5,84,5.5,Poor
Sanket,18.0,Male,Urban,Yes,84.0,67.0,2.8,76,7.3,Average
Omkar,16.0,Male,Rural,No,71.0,63.0,3.9,96,9.5,Average
Akash,16.0,Male,Rural,No,79.0,90.0,2.0,83,8.3,Average
Manasi,18.0,Female,Rural,Yes,97.0,82.0,4.1,59,6.1,Average
Aishwarya,17.0,Female,Urban,No,89.0,60.0,2.0,97,7.1,Average
Shruti,17.0,Female,Rural,Yes,60.0,65.0,1.6,99,4.0,Poor
Amit,20.0,Male,Rural,No,87.0,100.0,2.5,42,8.4,Average
Sanjana,20.0,Female,Urban,No,65.0,74.0,3.5,50,7.5,Average
Swapnil,17.0,Male,Urban,Yes,94.0,76.0,2.5,41,9.0,Average
Amit,17.0,Male,Rural,Yes,80.0,84.0,3.7,62,7.3,Average
Saurabh,18.0,Male,Rural,No,91.0,81.0,2.2,82,7.2,Average
Mrunal,17.0,Female,Rural,Yes,62.0,82.0,2.2,89,7.5,Average
Yash,17.0,Male,Urban,Yes,62.0,76.0,3.8,43,7.4,Average
Vaibhav,19.0,Male,Rural,No,70.0,68.0,2.5,66,7.8,Average
