Name,Age,Gender,AreaOfLiving,ExtraCurricular,TenthMarks,TwelfthMarks,StudyHours,Attendance,PreviousCGPA,Performance
Sagar,17,Male,Urban,Yes,62,86,3.2,98,8.2,Average
Yash,17,Male,Rural,Yes,67,87,4.4,44,8.3,Good
Shruti,16,Female,Urban,Yes,96,73,1.3,54,6.5,Poor
Anjali,19,Female,Urban,Yes,90,64,1.6,51,6.2,Poor
Snehal,20,Female,Rural,No,91,97,2.7,56,5.3,Poor
Komal,20,Female,Rural,Yes,73,87,4.9,54,7.5,Average
Vaibhav,18,Male,Urban,Yes,69,94,2.5,65,10.0,Average
Amol,20,Male,Urban,No,89,67,2.1,47,5.4,Poor
Rutuja,20,Female,Rural,Yes,69,67,4.3,57,4.0,Poor
Saurabh,20,Male,Rural,Yes,65,76,3.1,77,6.6,Average
Amit,16,Male,Urban,Yes,84,100,2.2,52,6.2,Average
Kiran,19,Male,Rural,No,88,65,4.1,71,9.5,Good
Shruti,20,Female,Urban,No,100,87,4.4,52,7.2,Average
Akash,20,Male,Rural,Yes,86,66,1.5,51,7.2,Poor
Rutu,20,Female,Rural,Yes,97,87,2.2,64,7.3,Average
Sayali,16,Female,Urban,No,84,86,3.7,89,6.3,Average
Tejas,18,Male,Urban,No,66,77,2.0,82,6.9,Average
Mayuri,16,Female,Urban,No,72,84,2.3,47,7.1,Average
Yash,16,Male,Urban,Yes,82,62,2.8,82,5.5,Poor
Anjali,19,Female,Rural,Yes,75,63,2.4,65,5.0,Poor
Bhushan,18,Male,Rural,Yes,74,85,2.5,93,5.1,Poor
Vaibhav,19,Male,Urban,No,70,89,0.5,97,7.7,Poor
Siddhi,17,Female,Urban,No,67,83,0.5,63,8.0,Poor
Swapnil,16,Male,Rural,No,90,63,4.5,77,9.0,Good
Mrunal,17,Female,Rural,No,94,91,2.6,91,9.3,Average
Aishwarya,16,Female,Rural,No,91,65,2.4,84,5.0,Poor
Gaurav,18,Male,Rural,No,89,97,2.8,100,7.7,Average
Sahil,16,Male,Rural,No,82,100,0.5,80,5.0,Poor
Komal,20,Female,Rural,No,99,97,3.3,80,7.4,Average
Tanvi,20,Female,Rural,No,99,91,2.9,88,9.7,Average
Mayuri,16,Female,Urban,Yes,95,60,3.7,47,8.6,Average
Shruti,20,Female,Urban,Yes,64,64,0.5,78,7.0,Poor
Priya,18,Female,Rural,No,77,83,1.2,85,5.2,Poor
Sayali,18,Female,Urban,Yes,95,95,3.3,96,8.8,Average
Prachi,19,Female,Urban,Yes,85,71,2.8,62,6.5,Average
Aishwarya,20,Female,Rural,No,98,90,1.4,71,6.7,Poor
Rutu,16,Female,Urban,Yes,95,90,1.3,82,6.8,Poor
Neha,17,Female,Urban,No,79,95,2.2,100,4.4,Poor
Triveni,19,Female,Urban,No,69,70,1.0,99,9.4,Poor
Prachi,20,Female,Rural,No,84,77,4.0,91,4.3,Poor
Amol,18,Male,Rural,No,92,83,2.9,55,8.6,Average
Amit,16,Male,Urban,No,69,88,4.8,90,6.6,Average
Tejas,17,Male,Rural,No,87,61,1.2,52,6.9,Poor
Shruti,19,Female,Rural,No,61,77,4.9,59,5.7,Poor
Rohit,18,Male,Rural,Yes,97,76,3.7,78,5.5,Poor
Sahil,20,Male,Rural,Yes,94,87,2.3,61,5.0,Poor
Mayuri,16,Female,Urban,Yes,84,90,3.2,58,4.3,Poor
Shruti,20,Female,Urban,Yes,88,76,5.2,68,7.4,Average
Siddhi,17,Female,Urban,No,70,75,1.0,57,4.8,Poor
Komal,20,Female,Urban,No,66,69,0.5,44,6.3,Poor
Kiran,16,Male,Urban,No,76,97,2.5,58,8.6,Average
Tanvi,17,Female,Rural,No,98,79,5.8,59,8.4,Good
Sanket,17,Male,Urban,Yes,92,79,3.7,75,5.4,Poor
Sanjana,17,Female,Rural,Yes,66,69,1.7,83,5.8,Poor
Rutu,19,Female,Urban,No,65,61,2.8,82,8.0,Average
Omkar,18,Male,Urban,Yes,95,65,0.5,57,7.0,Poor
Manasi,17,Female,Urban,No,95,65,3.0,58,7.2,Average
Komal,16,Female,Urban,No,70,90,2.5,51,5.2,Poor
Nikita,18,Female,Urban,Yes,74,72,3.2,56,9.2,Average
Swanand,17,Male,Urban,No,100,79,2.8,57,6.0,Average
Saurabh,17,Male,Urban,No,98,78,2.5,50,7.9,Average
Rutu,20,Female,Urban,Yes,80,79,4.4,77,7.2,Average
Vaibhav,20,Male,Rural,No,86,97,5.4,44,6.6,Average
Sayali,17,Female,Urban,No,76,60,2.3,40,6.8,Average
Swanand,19,Male,Rural,Yes,74,76,4.4,84,8.0,Good
Shubham,17,Male,Urban,No,91,86,2.2,86,8.1,Average
Kiran,17,Male,Urban,Yes,71,72,3.4,65,8.7,Average
Snehal,18,Female,Rural,Yes,71,77,2.8,61,6.0,Average
Prathamesh,20,Male,Rural,No,83,95,3.4,43,8.1,Average
Komal,19,Female,Rural,Yes,80,92,3.7,100,9.5,Average
Swanand,16,Male,Urban,No,87,93,3.2,70,7.4,Average
Amit,17,Male,Urban,No,86,67,4.2,90,7.6,Average
Gaurav,20,Male,Rural,No,88,70,3.7,96,5.3,Poor
Prachi,20,Female,Rural,No,67,76,2.1,50,6.9,Average
Rutuja,20,Female,Rural,No,98,94,2.3,60,5.1,Poor
Sanjana,17,Female,Rural,Yes,69,99,3.0,99,7.0,Average
Sayali,18,Female,Rural,Yes,92,89,3.0,58,7.2,Average
Sanket,19,Male,Urban,Yes,100,79,0.5,100,5.5,Poor
Saurabh,17,Male,Rural,No,90,94,2.2,75,6.1,Average
Prachi,16,Female,Urban,Yes,76,96,0.7,52,7.9,Poor
Sayali,20,Female,Urban,Yes,74,87,3.3,93,5.1,Poor
Rutu,16,Female,Urban,No,100,85,2.0,86,6.9,Average
Swapnil,20,Male,Rural,Yes,93,69,3.7,55,7.7,Average
Amit,17,Male,Urban,No,96,82,4.3,50,5.9,Poor
Prachi,17,Female,Rural,No,99,68,2.4,44,7.6,Average
Bhushan,16,Male,Rural,Yes,88,92,2.8,57,5.9,Poor
Manasi,16,Female,Rural,Yes,100,64,1.9,85,7.3,Poor
Rutuja,19,Female,Rural,Yes,84,68,1.0,82,8.4,Poor
Swanand,20,Male,Rural,No,69,93,2.1,100,6.7,Average
Gaurav,17,Male,Urban,Yes,62,91,3.5,88,8.6,Average
Siddhi,18,Female,Urban,Yes,78,77,2.5,42,9.1,Average
Triveni,18,Female,Rural,No,68,84,6.2,90,8.8,Good
Sanket,16,Male,Urban,No,79,98,4.0,73,8.5,Good
Amol,16,Male,Rural,Yes,61,93,4.0,51,7.1,Average
Rutuja,17,Female,Rural,Yes,63,82,3.9,44,6.0,Average
Nikita,18,Female,Rural,Yes,98,62,3.4,73,8.4,Average
Chaitanya,17,Male,Rural,No,79,100,4.2,91,6.4,Average
Nikita,20,Female,Urban,Yes,88,63,1.4,40,4.9,Poor
Siddhi,19,Female,Urban,Yes,76,90,1.3,91,8.3,Poor
Vaibhav,16,Male,Urban,No,96,94,2.3,45,5.3,Poor
Gaurav,19,Male,Urban,Yes,77,86,1.6,49,5.5,Poor
Sayali,20,Female,Urban,No,70,74,1.8,64,5.6,Poor
Siddhi,19,Female,Rural,Yes,63,74,2.5,64,7.0,Average
Mrunal,20,Female,Rural,Yes,70,99,4.7,42,6.0,Average
Amol,19,Male,Rural,Yes,85,86,4.3,59,5.9,Poor
Tanvi,18,Female,Rural,No,74,100,3.7,85,10.0,Average
Tejas,19,Male,Rural,No,94,81,4.6,64,5.7,Poor
Siddhi,18,Female,Rural,Yes,84,64,2.7,70,5.8,Poor
Saurabh,19,Male,Urban,Yes,60,73,3.4,85,7.4,Average
Sayali,18,Female,Rural,No,95,75,4.2,82,4.4,Poor
Rohit,16,Male,Urban,No,72,93,4.3,78,6.1,Average
Chaitanya,17,Male,Rural,Yes,99,88,3.6,49,5.5,Poor
Sayali,17,Female,Urban,No,84,72,2.8,50,4.4,Poor
Manasi,19,Female,Urban,No,94,87,3.5,65,8.6,Average
Sayali,16,Female,Rural,Yes,73,60,2.7,76,6.0,Average
Rutuja,17,Female,Urban,No,71,68,3.2,68,5.7,Poor
Bhushan,19,Male,Urban,No,78,79,1.2,42,8.9,Poor
Priya,18,Female,Urban,No,77,72,2.4,87,9.7,Average
Mayuri,17,Female,Rural,No,74,75,3.1,94,9.3,Average
Amit,18,Male,Urban,Yes,60,64,5.2,94,4.0,Poor
Amit,19,Male,Rural,No,95,62,5.5,82,7.7,Average
Swapnil,16,Male,Urban,Yes,87,82,3.7,80,9.4,Average
Vaibhav,16,Male,Rural,No,96,98,3.1,94,10.0,Average
Sanjana,17,Female,Urban,No,100,66,0.9,71,6.2,Poor
Rutu,17,Female,Rural,Yes,71,99,2.8,41,6.3,Average
Akash,18,Male,Urban,No,77,60,1.9,67,9.1,Poor
Komal,18,Female,Rural,Yes,92,63,2.4,78,6.7,Average
Akash,20,Male,Rural,Yes,83,75,3.1,95,5.9,Poor
Vaibhav,19,Male,Urban,No,77,70,4.5,83,6.8,Average
Triveni,19,Female,Rural,No,65,72,4.8,51,6.5,Average
Nikita,18,Female,Urban,No,74,97,3.4,79,10.0,Average
Mrunal,17,Female,Rural,Yes,77,64,2.0,76,6.0,Average
Nikita,18,Female,Rural,No,77,98,3.0,81,10.0,Average
Sahil,16,Male,Urban,No,80,94,1.0,93,7.1,Poor
Kiran,18,Male,Urban,Yes,86,100,1.4,48,7.0,Poor
Gaurav,19,Male,Rural,Yes,80,62,3.8,90,9.8,Average
Mrunal,16,Female,Rural,Yes,60,91,3.6,88,7.3,Average
Bhushan,18,Male,Rural,Yes,69,81,3.4,51,8.0,Average
Sanjana,20,Female,Urban,Yes,76,68,5.3,45,5.9,Poor
Sanket,18,Male,Rural,Yes,78,97,3.3,48,6.1,Average
Nikita,16,Female,Urban,Yes,68,98,2.6,58,7.8,Average
Yash,20,Male,Rural,Yes,92,75,4.1,89,6.7,Average
Vaibhav,16,Male,Rural,No,63,79,3.7,48,6.2,Average
Triveni,20,Female,Rural,No,86,63,1.5,65,8.4,Poor
Tanvi,17,Female,Urban,Yes,71,74,2.7,42,5.4,Poor
Sahil,18,Male,Rural,No,86,75,3.1,67,8.8,Average
Pooja,16,Female,Rural,No,100,60,3.5,75,6.6,Average
Rutuja,17,Female,Urban,Yes,81,72,1.4,71,4.8,Poor
Mrunal,18,Female,Rural,Yes,71,70,3.8,58,5.7,Poor
Yash,19,Male,Rural,No,90,91,2.7,64,7.5,Average
Nikita,19,Female,Rural,No,68,69,2.5,100,4.6,Poor
Akash,16,Male,Rural,No,76,81,1.7,71,7.6,Poor
Tejas,16,Male,Urban,Yes,72,60,4.8,78,6.9,Average
Triveni,17,Female,Urban,Yes,73,74,4.7,93,6.5,Average
Swapnil,17,Male,Rural,No,97,85,3.3,93,5.7,Poor
Neha,18,Female,Rural,No,95,61,3.1,93,8.6,Average
Snehal,20,Female,Urban,No,70,88,3.1,76,6.2,Average
Swanand,19,Male,Rural,Yes,61,90,5.5,87,5.7,Poor
Akash,20,Male,Rural,Yes,84,96,3.0,57,8.2,Average
Sayali,18,Female,Rural,Yes,78,81,3.1,78,8.5,Average
Swanand,19,Male,Rural,No,96,84,4.8,67,7.9,Average
Nikita,18,Female,Urban,Yes,87,95,3.5,42,6.2,Average
Rohit,20,Male,Urban,Yes,78,70,3.9,85,9.1,Average
Shubham,20,Male,Rural,No,64,84,3.0,76,7.9,Average
Mrunal,17,Female,Urban,No,94,83,2.5,69,7.7,Average
Chaitanya,16,Male,Urban,Yes,64,63,2.1,94,7.3,Average
Anjali,19,Female,Urban,No,90,69,3.7,41,7.8,Average
Anjali,17,Female,Urban,No,91,78,2.1,88,7.7,Average
Vaibhav,17,Male,Urban,No,66,75,3.6,66,4.2,Poor
Vaibhav,17,Male,Urban,No,66,61,4.1,77,8.1,Good
Manasi,20,Female,Rural,No,81,72,0.9,41,9.2,Poor
Gaurav,16,Male,Rural,No,64,62,3.7,74,5.9,Poor
Sayali,20,Female,Rural,No,87,65,1.2,42,8.9,Poor
Rutu,20,Female,Rural,Yes,72,69,3.0,89,7.8,Average
Akash,18,Male,Rural,Yes,80,66,4.2,75,8.0,Good
Tejas,16,Male,Urban,No,94,89,3.6,59,7.0,Average
Vaibhav,19,Male,Rural,Yes,100,90,2.7,90,6.3,Average
Sanket,20,Male,Rural,Yes,89,88,2.8,75,8.6,Average
Bhushan,20,Male,Urban,Yes,94,82,2.8,72,6.7,Average
Shruti,16,Female,Rural,Yes,61,77,2.4,95,6.6,Average
Amol,17,Male,Urban,Yes,72,60,2.6,58,4.9,Poor
Amol,18,Male,Rural,No,74,93,2.4,91,7.7,Average
Aishwarya,17,Female,Rural,Yes,67,87,2.9,80,6.7,Average
Swapnil,18,Male,Rural,Yes,83,77,2.7,86,6.5,Average
Pooja,17,Female,Rural,Yes,92,96,3.3,48,8.2,Average
Snehal,16,Female,Rural,Yes,96,83,3.9,64,6.2,Average
Amol,19,Male,Urban,Yes,80,79,3.8,73,9.1,Average
Saurabh,17,Male,Rural,No,92,94,3.4,55,6.9,Average
Aishwarya,17,Female,Rural,No,100,91,1.8,74,8.1,Poor
Sanket,17,Male,Rural,Yes,82,90,1.4,85,5.1,Poor
Sanket,19,Male,Rural,Yes,66,60,3.9,63,5.8,Poor
Anjali,18,Female,Urban,Yes,80,70,2.1,98,5.9,Poor
Tanvi,20,Female,Rural,Yes,65,98,2.9,75,8.2,Average
Mrunal,18,Female,Urban,No,71,63,5.1,85,4.7,Poor
Kiran,20,Male,Urban,No,90,79,1.4,61,6.0,Poor
Tanvi,17,Female,Urban,No,100,63,3.5,72,8.1,Average
Tejas,18,Male,Rural,No,81,87,2.8,87,5.4,Poor
Rutu,17,Female,Urban,Yes,94,89,2.7,41,6.7,Average
Swapnil,20,Male,Urban,Yes,85,79,5.1,48,5.3,Poor
Akash,19,Male,Urban,Yes,89,67,3.3,45,8.2,Average
Rohit,20,Male,Urban,No,96,97,2.0,97,8.7,Average
Saurabh,18,Male,Rural,Yes,87,73,3.4,90,6.6,Average
Sayali,18,Female,Urban,Yes,76,61,2.6,54,7.7,Average
Snehal,16,Female,Urban,No,99,66,2.7,53,7.6,Average
Mayuri,20,Female,Urban,No,82,73,4.7,86,8.0,Good
Sanket,19,Male,Urban,Yes,63,71,1.0,93,4.9,Poor
Prathamesh,16,Male,Urban,No,99,74,2.9,46,5.7,Poor
Komal,18,Female,Urban,No,65,89,4.2,53,6.5,Average
Amol,19,Male,Rural,No,77,70,2.0,99,7.8,Average
Prachi,16,Female,Rural,No,78,84,2.4,91,7.2,Average
Priya,16,Female,Rural,Yes,69,89,4.3,77,6.0,Average
Swapnil,16,Male,Urban,Yes,68,73,3.7,42,5.0,Poor
Saurabh,19,Male,Urban,Yes,83,94,3.9,100,5.4,Poor
Anjali,20,Female,Urban,Yes,92,79,1.5,95,7.2,Poor
Mrunal,18,Female,Urban,Yes,95,67,1.3,93,8.6,Poor
Nikita,19,Female,Rural,No,100,61,2.8,52,7.1,Average
Sayali,19,Female,Rural,No,74,71,2.3,99,4.4,Poor
Yash,17,Male,Urban,No,68,78,3.7,100,5.0,Poor
Komal,18,Female,Rural,No,93,65,2.8,60,7.9,Average
Priya,18,Female,Urban,Yes,90,66,2.7,86,5.9,Poor
Chaitanya,17,Male,Rural,Yes,92,63,2.7,95,6.8,Average
Pooja,17,Female,Rural,Yes,85,88,3.7,44,6.1,Average
Vaibhav,17,Male,Urban,No,71,96,3.2,55,7.7,Average
Sahil,17,Male,Urban,Yes,90,84,1.8,52,8.0,Poor
Akash,20,Male,Rural,Yes,77,76,2.0,63,7.9,Average
Vaibhav,18,Male,Rural,Yes,73,89,2.3,72,6.7,Average
Akash,18,Male,Urban,No,87,69,3.9,91,5.5,Poor
Rutu,19,Female,Rural,No,70,90,1.3,78,9.3,Poor
Vaibhav,18,Male,Urban,No,97,88,5.4,74,5.9,Poor
Tejas,19,Male,Rural,Yes,76,72,2.1,50,6.6,Average
Sagar,17,Male,Rural,Yes,87,79,1.6,43,8.5,Poor
Amol,20,Male,Rural,Yes,83,66,3.7,84,6.6,Average
Anjali,20,Female,Urban,No,81,94,3.0,98,7.5,Average
Amol,19,Male,Rural,Yes,73,76,3.2,62,7.6,Average
Prathamesh,19,Male,Urban,Yes,96,95,4.1,78,8.3,Good
Aishwarya,19,Female,Rural,No,86,94,0.9,58,5.9,Poor
Sanjana,17,Female,Rural,Yes,62,97,1.9,75,6.2,Poor
Manasi,17,Female,Urban,No,61,88,2.9,64,7.3,Average
Prachi,17,Female,Rural,No,85,100,3.0,44,8.2,Average
Sayali,19,Female,Rural,Yes,88,85,1.9,89,6.4,Poor
Swanand,18,Male,Urban,Yes,92,80,1.8,83,8.3,Poor
Akash,17,Male,Rural,Yes,86,91,3.4,52,6.4,Average
Rohit,18,Male,Urban,Yes,83,79,3.6,95,4.0,Poor
Akash,19,Male,Urban,Yes,69,89,3.0,74,5.1,Poor
Aishwarya,19,Female,Urban,No,78,91,4.6,70,5.9,Poor
Siddhi,19,Female,Rural,No,75,60,2.0,54,9.0,Average
Sanket,20,Male,Rural,No,62,75,1.8,67,9.7,Poor
Swapnil,18,Male,Rural,No,80,84,3.1,43,6.3,Average
Manasi,20,Female,Rural,Yes,69,84,4.3,78,8.6,Good
Yash,18,Male,Urban,No,64,74,1.7,48,6.9,Poor
Nikita,16,Female,Rural,No,77,66,3.2,76,7.0,Average
Rutu,16,Female,Rural,Yes,79,88,1.9,56,6.0,Poor
Manasi,20,Female,Rural,Yes,93,81,3.1,94,7.9,Average
Akash,19,Male,Rural,No,95,60,2.8,100,5.4,Poor
Rutuja,20,Female,Rural,Yes,65,98,3.9,75,5.8,Poor
Saurabh,16,Male,Rural,No,62,87,3.7,87,5.9,Poor
Sayali,17,Female,Urban,Yes,97,97,5.1,47,5.7,Poor
Mayuri,19,Female,Urban,Yes,83,77,4.3,83,5.4,Poor
Mayuri,20,Female,Rural,Yes,82,72,2.0,65,7.4,Average
Shruti,17,Female,Urban,No,78,91,3.2,80,8.9,Average
Omkar,19,Male,Rural,No,87,79,2.7,71,8.3,Average
Prachi,19,Female,Rural,No,91,84,4.4,51,7.1,Average
Snehal,16,Female,Urban,No,93,72,2.5,91,4.3,Poor
Mayuri,16,Female,Urban,Yes,72,97,4.1,52,9.7,Good
Siddhi,18,Female,Urban,No,94,89,0.5,71,7.5,Poor
Shubham,20,Male,Rural,Yes,91,100,1.4,61,4.4,Poor
Neha,20,Female,Rural,Yes,100,80,4.5,57,7.0,Average
Mrunal,16,Female,Urban,No,95,63,3.9,89,5.0,Poor
Neha,17,Female,Urban,No,71,70,2.5,84,5.5,Poor
Sanket,18,Male,Urban,Yes,84,67,2.8,76,7.3,Average
Omkar,16,Male,Rural,No,71,63,3.9,96,9.5,Average
Akash,16,Male,Rural,No,79,90,2.0,83,8.3,Average
Manasi,18,Female,Rural,Yes,97,82,4.1,59,6.1,Average
Aishwarya,17,Female,Urban,No,89,60,2.0,97,7.1,Average
Shruti,17,Female,Rural,Yes,60,65,1.6,99,4.0,Poor
Amit,20,Male,Rural,No,87,100,2.5,42,8.4,Average
Sanjana,20,Female,Urban,No,65,74,3.5,50,7.5,Average
Swapnil,17,Male,Urban,Yes,94,76,2.5,41,9.0,Average
Amit,17,Male,Rural,Yes,80,84,3.7,62,7.3,Average
Saurabh,18,Male,Rural,No,91,81,2.2,82,7.2,Average
Mrunal,17,Female,Rural,Yes,62,82,2.2,89,7.5,Average
Yash,17,Male,Urban,Yes,62,76,3.8,43,7.4,Average
Vaibhav,19,Male,Rural,No,70,68,2.5,66,7.8,Average
Saurabh,16,Male,Rural,Yes,74,87,1.4,83,8.1,Poor
Vaibhav,19,Male,Urban,No,87,74,1.7,55,5.1,Poor
Omkar,16,Male,Urban,Yes,61,89,3.2,50,6.9,Average
Bhushan,18,Male,Rural,Yes,82,91,1.5,77,5.3,Poor
Akash,17,Male,Rural,No,86,100,2.3,58,5.3,Poor
Shruti,18,Female,Urban,Yes,97,62,2.5,98,7.8,Average
Sayali,19,Female,Rural,Yes,61,69,2.1,63,10.0,Average
Shruti,19,Female,Rural,Yes,95,82,1.7,59,4.0,Poor
Kiran,19,Male,Urban,Yes,63,92,4.4,41,5.3,Poor
Shubham,19,Male,Rural,Yes,67,81,4.0,68,9.5,Good
Amol,19,Male,Urban,No,92,65,2.4,84,4.5,Poor
Rutuja,16,Female,Rural,Yes,81,93,4.3,92,5.1,Poor
Triveni,16,Female,Rural,Yes,92,74,4.0,56,6.4,Average
Sayali,16,Female,Urban,No,82,95,3.5,98,7.6,Average
Mayuri,20,Female,Urban,No,85,72,2.5,74,8.3,Average
Mrunal,20,Female,Rural,No,76,90,3.5,88,8.4,Average
Amit,18,Male,Rural,No,60,82,3.5,50,7.8,Average
Sayali,17,Female,Rural,No,64,93,2.0,55,9.0,Average
Omkar,19,Male,Rural,No,92,79,0.9,44,9.1,Poor
Komal,17,Female,Rural,No,79,73,3.0,53,6.9,Average
Sahil,18,Male,Rural,Yes,86,73,6.0,87,6.1,Average
Rutu,20,Female,Urban,No,85,99,2.9,41,8.5,Average
Shruti,17,Female,Rural,No,73,66,2.2,93,6.1,Average
Prathamesh,16,Male,Urban,Yes,76,74,4.1,85,7.7,Average
Kiran,19,Male,Rural,No,94,82,3.7,81,6.8,Average
Pooja,20,Female,Rural,No,79,83,3.1,55,5.5,Poor
Prachi,18,Female,Rural,Yes,72,62,1.9,66,9.2,Poor
Vaibhav,19,Male,Rural,No,61,80,3.2,58,8.3,Average
Priya,17,Female,Urban,Yes,85,92,3.6,86,5.0,Poor
Nikita,20,Female,Urban,Yes,91,94,3.7,97,7.2,Average
Sanket,18,Male,Rural,Yes,78,84,1.2,44,6.8,Poor
Prathamesh,18,Male,Rural,Yes,98,70,2.4,97,7.5,Average
Sahil,17,Male,Rural,No,84,86,4.0,76,10.0,Good
Manasi,18,Female,Rural,No,62,90,2.9,52,6.4,Average
Kiran,20,Male,Rural,Yes,67,66,1.2,50,6.2,Poor
Nikita,16,Female,Urban,No,68,99,3.1,94,10.0,Average
Snehal,16,Female,Rural,Yes,80,94,0.6,75,4.5,Poor
Komal,20,Female,Urban,No,77,92,2.6,52,8.9,Average
Swanand,18,Male,Rural,Yes,73,75,2.2,73,4.9,Poor
Shruti,17,Female,Urban,No,65,93,1.3,95,6.8,Poor
Tejas,17,Male,Urban,No,98,76,3.5,50,8.1,Average
Komal,17,Female,Rural,No,76,84,1.0,81,5.3,Poor
Pooja,20,Female,Urban,No,98,67,2.4,83,4.2,Poor
Nikita,16,Female,Urban,Yes,66,81,3.8,78,6.1,Average
Triveni,17,Female,Urban,No,80,76,3.7,53,7.4,Average
Sagar,20,Male,Urban,Yes,89,62,5.3,64,7.9,Average
Neha,17,Female,Urban,Yes,87,77,4.2,85,8.5,Good
Shruti,16,Female,Rural,No,73,98,5.3,71,8.8,Good
Anjali,19,Female,Urban,Yes,68,65,2.1,51,8.2,Average
Mayuri,18,Female,Urban,No,81,95,0.5,95,4.4,Poor
Rutu,20,Female,Urban,Yes,90,81,2.6,94,7.5,Average
Prachi,20,Female,Rural,No,78,97,2.3,52,7.6,Average
Yash,19,Male,Urban,No,88,93,1.2,50,10.0,Poor
Priya,17,Female,Urban,Yes,71,96,0.5,73,6.9,Poor
Amol,16,Male,Rural,No,72,72,3.4,73,5.3,Poor
Vaibhav,19,Male,Urban,Yes,95,99,1.1,42,6.6,Poor
Sanjana,16,Female,Rural,No,95,67,2.8,80,5.8,Poor
Neha,17,Female,Rural,No,66,86,1.6,73,6.6,Poor
Rutuja,19,Female,Rural,Yes,65,92,4.2,80,6.1,Average
Siddhi,18,Female,Rural,No,98,87,5.0,52,7.8,Average
Snehal,16,Female,Rural,Yes,89,95,1.8,85,8.4,Poor
Sayali,20,Female,Rural,Yes,93,94,4.1,57,7.5,Average
Akash,19,Male,Urban,No,89,63,2.7,55,8.0,Average
Yash,19,Male,Rural,No,91,98,2.1,72,5.8,Poor
Komal,20,Female,Rural,Yes,86,90,1.1,64,5.2,Poor
Chaitanya,17,Male,Urban,No,76,69,1.8,68,7.2,Poor
Snehal,17,Female,Urban,No,65,61,3.2,60,7.3,Average
Komal,16,Female,Urban,No,62,80,6.1,61,6.8,Average
Sanjana,17,Female,Rural,No,96,98,4.5,80,4.9,Poor
Gaurav,18,Male,Urban,Yes,80,74,2.1,98,6.2,Average
Rohit,19,Male,Rural,Yes,66,66,3.6,91,7.3,Average
Prachi,17,Female,Urban,No,62,67,2.1,62,8.6,Average
Mayuri,18,Female,Urban,No,86,89,3.8,89,4.9,Poor
Snehal,20,Female,Rural,No,93,81,3.2,51,5.1,Poor
Neha,20,Female,Urban,Yes,65,71,4.1,80,6.9,Average
Snehal,20,Female,Urban,No,84,63,3.8,41,7.2,Average
Swanand,19,Male,Rural,Yes,74,61,2.0,57,7.9,Average
Shubham,17,Male,Urban,No,62,89,2.3,98,7.4,Average
Anjali,19,Female,Rural,No,95,75,1.6,65,7.6,Poor
Akash,16,Male,Urban,No,64,78,4.7,72,7.2,Average
Sayali,16,Female,Rural,No,86,75,2.4,79,7.0,Average
Komal,17,Female,Urban,No,92,60,3.2,81,9.0,Average
Shruti,19,Female,Urban,No,92,71,1.5,80,7.5,Poor
Swapnil,20,Male,Urban,Yes,86,86,3.5,95,7.8,Average
Kiran,16,Male,Rural,No,100,82,4.2,80,4.7,Poor
Manasi,19,Female,Rural,No,67,66,1.7,62,7.9,Poor
Tanvi,17,Female,Urban,Yes,100,88,1.6,80,5.4,Poor
Siddhi,18,Female,Rural,Yes,68,82,3.9,78,5.8,Poor
Yash,18,Male,Urban,No,67,61,1.6,91,8.4,Poor
Triveni,19,Female,Rural,Yes,68,65,4.1,55,5.8,Poor
Prachi,19,Female,Urban,Yes,73,78,3.0,78,4.9,Poor
Nikita,17,Female,Rural,No,81,96,3.3,99,7.5,Average
Mrunal,16,Female,Urban,Yes,75,69,3.2,56,7.4,Average
Snehal,17,Female,Rural,No,79,63,3.2,75,8.2,Average
Swapnil,18,Male,Urban,Yes,93,70,3.1,87,7.1,Average
Bhushan,19,Male,Urban,No,66,94,2.7,59,10.0,Average
Vaibhav,17,Male,Rural,No,69,61,3.1,96,5.9,Poor
Mayuri,16,Female,Rural,No,73,95,4.5,99,5.1,Poor
Sayali,16,Female,Urban,No,70,72,3.5,66,5.5,Poor
Nikita,19,Female,Urban,No,62,60,4.8,53,6.5,Average
Pooja,16,Female,Urban,No,82,75,2.1,91,6.7,Average
Akash,20,Male,Urban,No,89,70,2.1,58,7.8,Average
Mrunal,19,Female,Urban,Yes,79,89,2.6,49,4.6,Poor
Rohit,20,Male,Urban,Yes,71,76,2.4,41,5.4,Poor
Gaurav,17,Male,Urban,Yes,92,89,1.7,50,7.0,Poor
Tejas,17,Male,Rural,Yes,88,62,4.7,69,5.9,Poor
Omkar,19,Male,Urban,No,93,95,3.5,58,8.1,Average
Neha,16,Female,Urban,No,100,93,2.5,40,6.4,Average
Prathamesh,17,Male,Rural,Yes,76,61,2.9,64,8.9,Average
Rohit,20,Male,Urban,Yes,72,66,1.6,56,5.5,Poor
Shubham,16,Male,Rural,Yes,80,73,0.5,81,7.5,Poor
Rutuja,17,Female,Rural,No,93,61,3.2,87,6.6,Average
Shubham,20,Male,Urban,Yes,95,96,2.8,98,9.7,Average
Gaurav,17,Male,Rural,Yes,88,98,3.3,63,10.0,Average
Triveni,17,Female,Urban,Yes,81,91,3.4,56,4.0,Poor
Akash,19,Male,Rural,Yes,69,89,4.1,45,7.1,Average
Gaurav,18,Male,Rural,No,89,67,4.9,88,7.1,Average
Sayali,17,Female,Rural,No,89,78,2.5,81,7.7,Average
Tejas,16,Male,Urban,No,92,82,4.8,73,6.2,Average
